id,nace_kodu,sektor,hedef_yatirim,oncelikli_yatirim,yuksek_teknoloji,orta_yuksek_teknoloji,sartlar,bolge_1,bolge_2,bolge_3,bolge_4,bolge_5,bolge_6,created_at,updated_at
4,01.19.99,Başka yerde sınıflandırılmamış tek yıllık diğer bitkisel ürünlerin yetiştirilmesi,true,true,false,false,"Hedef; 1) Sera Yatırımlarında;
a) 1 ve 2. Bölgelerde asgari 20 dekar,
b) 3. Bölgede asgari 15 dekar,
c) 4 ve 5. Bölgelerde asgari 10 dekar,
d) 6. Bölgede asgari 5 dekar ve üzeri olması şartı aranır.
2) Yapay ışıkla fotosentez sağlanan kontrollü bitkisel üretim yatırımlarında katmanlarının toplam alanının asgari 1.000 m2 olması şartı aranır.
Diğer yatırımlar desteklenmez.
690,26.30.05,"Alıcı ve verici antenlerin imalatı (harici, teleskopik, çubuk, uydu, çanak ve hava ve deniz taşıtlarının antenleri)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
691,26.30.06,"Kablolu ve kablosuz telefon, cep telefonu, kablolu görüntülü telefon, çağrı cihazı ve faks cihazı imalatı (telesekreter imalatı dahil)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
692,26.30.08,"Merkezi iletişim santral donanımları ile sayısal veya analog telefon-telgraf santrallerinin ve ağ geçitleri, köprüleri, yönlendiricileri gibi veri iletim donanımlarının imalatı (mors veya mors tipi kaydedici ve anahtarlar dahil)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
693,26.30.09,Hırsız ve yangın alarm sistemleri ve kapı konuşma sistemlerinin (diyafon) (görüntülü olanlar dahil) imalatı (motorlu kara taşıtları için alarm sistemleri hariç),true,true,true,false,Sanayi sicil belgesine sahip mevcut tesislerde yapılacak deprem veya yangın riskine karşı yapılan yatırımlar öncelikli yatırımlardandır.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
694,26.30.10,"Ses, görüntü veya diğer verilerin alınması, dönüştürülmesi, iletilmesi/yeniden oluşturulması için kullanılan diğer makinelerin imalatı (alıcısı/vericisi bulunan telgraf, teleks cihazları ile anahtarlama ve yönlendirme cihazları dahil)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
695,26.30.99,Başka yerde sınıflandırılmamış diğer iletişim ekipmanlarının imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
696,26.4,Tüketici elektroniği ürünlerinin imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
697,26.40,Tüketici elektroniği ürünlerinin imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
698,26.40.08,"Ses ve görüntü oynatıcı ve kaydedicileri, ev tipi video kameralar ve diğer görüntü kayıt veya görüntü çoğaltma cihazlarının imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
699,26.40.09,Radyo ve televizyon imalatı (taşıtlarda kullanılanlar dahil),true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
700,26.40.10,"Mikrofon, hoparlör ve kulaklıklar ile elektrikli ses yükselteçlerinin (amplifikatörler) imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
701,26.40.11,Monitörler ve projektörlerin imalatı (bilgisayar gibi bir otomatik veri işleme sisteminde kullanılmayanlar),true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
702,26.40.12,Video oyun ve konsollarının (televizyonla kullanılanlar ve kendi ekranı olanlar) imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
703,26.40.99,Başka yerde sınıflandırılmamış tüketici elektroniği ürünlerinin imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
704,26.5,Ölçme ve test cihazları ile saat imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
705,26.51,"Ölçme, test ve seyrüsefer (navigasyon) amaçlı alet ve cihazların imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
706,26.51.01,Hırsız ve yangın alarm sistemleri imalatı (bir kontrol istasyonuna sinyal gönderenler) (motorlu kara taşıtları için olanlar hariç),true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
707,26.51.02,"Dedektör imalatı (yeraltı kaynakları, maden, mayın, güvenlik kontrol, radyasyon vb. dedektörleri)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
708,26.51.03,"Elektrik miktarını (volt, akım vb.) ölçmek ve kontrol etmek için kullanılan alet ve cihazların imalatı (avometre, voltmetre, osiloskop ile diğer voltaj, akım, direnç veya elektrik gücünü ölçüm veya kontrol için olanlar) (elektrik sayaçları hariç)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
709,26.51.04,"Hız ve mesafe ölçümünde kullanılan alet ve cihazların imalatı (taşıt hız göstergesi, takometre, taksimetre vb.)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
710,26.51.05,"Isı ve sıcaklık ölçümünde kullanılan alet ve cihazların imalatı (termometre, termostat, pirometre vb.)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
711,26.51.06,"Işık, ışın ve renk ölçümünde kullanılan alet ve cihazların imalatı (polarimetre, kolorimetre, refraktometre vb.)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
712,26.51.07,Meteorolojide kullanılan alet ve cihazların imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
713,26.51.08,"Yön bulma pusulaları ile diğer seyrüsefer alet ve cihazlarının, radar ve sonar cihazlarının imalatı (hava, kara ve deniz taşımacılığında kullanılanlar dahil)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
714,26.51.09,"Hava, sıvı ve gazların akış, seviye, basınç veya diğer değişkenlerini ölçme ve kontrol etme için kullanılan aletlerin imalatı (hidrometre, debimetre, barometre, higrometre vb.)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
715,26.51.10,"Gaz, sıvı veya elektrik üretim veya tüketim sayaçlarının imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
716,26.51.11,"Teçhizatlı çizim masaları ve makineleri ile diğer çizim, işaretleme veya matematiksel hesaplama aletlerinin imalatı (pergel takımı, pantograf, resim, çizim, hesap yapmaya mahsus elektrikli/elektronik çiziciler vb. dahil)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
717,26.51.12,"Laboratuvar, kuyumculuk vb. yerlerde kullanılan hassas tartıların imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
718,26.51.13,Sanayide kullanılan işlem kontrol amaçlı teçhizatların imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
719,26.51.14,"Telemetreler, teodolitler ve diğer arazi ölçümü, hidrografik, oşinografik, hidrolojik veya jeofizik alet ve cihazlarının imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
720,26.51.15,"Seyrüsefere yardımcı telsiz cihazları ile uzaktan kumandalı kontrol cihazlarının (roketler, füzeler, makineler vb) imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
721,26.51.99,"Başka yerde sınıflandırılmamış ölçme, test ve seyrüsefer amaçlı alet ve cihazların imalatı (hidrolik veya pnömatik otomatik ayar veya kontrol aletleri ile milometreler, pedometreler, stroboskoplar, monostatlar, kumpaslar, spektrometreler dahil)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
722,26.52,"Kol saatlerinin, masa ve duvar saatlerinin ve benzerlerinin imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
723,26.52.03,"Devam kayıt cihazları, zaman kayıt cihazları, parkmetreler; duvar ve kol saati makineli zaman ayarlı anahtarların imalatı (vardiya saati vb.)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
724,26.52.04,"Kol, masa, duvar ve cep saatlerinin, bunların makinelerinin, kasalarının ve diğer parçalarının imalatı (kronometreler ve taşıtlar için gösterge panellerinde bulunan saatler ve benzeri tipteki saatler dahil)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
725,26.6,"Işınlama, elektro medikal ve elektro terapi ile ilgili cihazların imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
726,26.6,"Işınlama, elektro medikal ve elektro terapi ile ilgili cihazların imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
727,26.60.01,"Işınlama, elektro medikal ve elektro terapi ile ilgili cihazların imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
728,26.7,"Optik aletlerin, manyetik ve optik medyanın ve fotoğrafik ekipmanların imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
729,26.7,"Optik aletlerin, manyetik ve optik medyanın ve fotoğrafik ekipmanların imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
730,26.70.11,"Objektif merceği, levha ve tabaka halinde polarizan madde, renk filtresi, optik mercek, prizma, ayna ve diğer optik elemanlar ile dürbün, optik mikroskop, optik teleskop ve diğer astronomik aletler ile bunların aksam ve parçalarının imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
731,26.70.12,"Mikrofilm, mikrofiş ve diğer mikroform okuyucuların imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
732,26.70.13,"Sinematografik kameraların ve projektörlerin, diyapozitif (slayt) ve diğer projektörlerin imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
733,26.70.16,"Fotoğraf makinesi imalatı (dijital, anında görüntü basan, dokümanların mikrofilm, vb. üzerine kaydedilmesinde, deniz altında, hava fotoğrafçılığında, adli tıp veya kriminolojik laboratuvarlarda, vb. kullanılanlar)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
734,26.70.19,"Flaş lambaları, fotografik agrandisörler (büyütücüler), fotoğraf laboratuvarları için cihazlar, negatoskoplar (ince ışıklı panel), projeksiyon ekranları, likit kristal cihazlar ile lazerlerin (lazer diyotlar hariç) imalatı",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
735,26.70.20,Boş manyetik ses ve görüntü kaset bantlarının imalatı (plak dahil),true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
736,26.70.21,Manyetik şeritli kartların imalatı (boş telefon kartı dahil),true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
737,26.70.22,"Boş CD, DVD, disket, mavi ışınlı (blu-ray) disk, vb. ürünlerin imalatı (disk üretimi için kullanılan kalıp (matris) ve master dahil)",true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
738,26.70.99,Başka yerde sınıflandırılmamış manyetik ve optik ortamların imalatı,true,false,true,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
739,27,Elektrikli teçhizat imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
740,27.1,"Elektrik motoru, jeneratör, transformatör ile elektrik dağıtım ve kontrol cihazlarının imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
741,27.11,"Elektrik motorları, jeneratörler ve transformatörlerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
742,27.11.01,"Elektrik motoru, jeneratör ve transformatörlerin imalatı (aksam ve parçaları hariç)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
743,27.11.03,"Elektrik motoru, jeneratör ve transformatörlerin aksam ve parçalarının imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
744,27.12,Elektrik dağıtım ve kontrol cihazları imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
745,27.12.01,Elektrik dağıtım ve kontrol cihazları imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
746,27.12.02,Elektrik dağıtım ve kontrol cihazlarının aksam ve parçalarının imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
747,27.2,Akümülatör ve pil imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
748,27.2,Akümülatör ve pil imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
749,27.20.01,"Elektrik akümülatör parçalarının imalatı (akümülatör plakaları, separatörler, kurşun ızgaralar) (akümülatör kutu ve kapaklarının imalatı hariç)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
750,27.20.02,"Şarj edilemeyen (birincil) pil ve bataryalar ile bunların aksam ve parçalarının imalatı (manganez dioksitli, cıva oksitli, gümüş oksitli, lityum oksitli, çinko-hava reaksiyonlu pil ve bataryalar)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
751,27.20.03,"Akümülatör imalatı (kurşun asitli, nikel kadmiyum, nikel metal hidrit, lityum-iyon, lityum polimer, nikel demir ve diğer elektrik akümülatörleri)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
752,27.20.04,Şarj edilebilir pil ve batarya ile bunların parçalarının imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
753,27.20.05,Akümülatör kutu ve kapaklarının imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
754,27.3,Kablolamada kullanılan teller ve kablolar ile gereçlerin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
755,27.31,Fiber optik kabloların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
756,27.31.04,Fiber optik kabloların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
757,27.32,Diğer elektronik ve elektrikli teller ve kabloların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
758,27.32.03,Diğer elektronik ve elektrikli teller ve kabloların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
759,27.33,Kablolamada kullanılan gereçlerin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
760,27.33.00,Kablolamada kullanılan gereçlerin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
761,27.4,Aydınlatma ekipmanları imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
762,27.40,Aydınlatma ekipmanları imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
763,27.40.01,"Ampul, flaş küpü ve benzerlerinin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
764,27.40.02,"Hava ve motorlu kara taşıtları için monoblok far üniteleri, kara, hava ve deniz taşıtları için elektrikli aydınlatma donanımları veya görsel sinyalizasyon ekipmanları imalatı (polis araçları, ambulans vb. araçların dış ikaz lambaları dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
765,27.40.03,"Avize, aplik ve diğer elektrikli aydınlatma armatürleri, sahne, fotoğraf veya sinema stüdyoları için projektörler ve spot ışıkları, elektrikli masa lambaları, çalışma lambaları, abajur vb. lambaların imalatı (süsleme için ışıklandırma setleri dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
766,27.40.04,Sokak aydınlatma donanımlarının imalatı (trafik ışıkları hariç),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
767,27.40.05,"Pil, akümülatör veya manyeto ile çalışan portatif elektrik lambaları ve elektriksiz lambalar ile el feneri, gaz ve lüks lambası vb. aydınlatma armatürlerinin imalatı (taşıtlar için olanlar hariç)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
768,27.40.06,"Işıklı tabela, ışıklı reklam panosu ve benzerlerinin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
769,27.40.99,Başka yerde sınıflandırılmamış aydınlatma ekipmanları imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
770,27.5,Ev aletleri imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
771,27.51,Elektrikli ev aletlerinin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
772,27.51.02,"Ev tipi elektrikli su ısıtıcıları (depolu su ısıtıcıları, anında su ısıtıcıları, şofben, termosifon dahil), elektrikli ısıtma cihazları (elektrikli soba, radyatör, vb.) ve elektrikli toprak ısıtma cihazlarının imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
773,27.51.03,"Ev tipi elektrikli süpürge ve halı temizleme/yıkama makineleri ile kuru veya ıslak elektrikli süpürgeler, şarjlı veya pilli el süpürgelerinin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
774,27.51.04,"Mutfakta kullanılan elektrikli küçük ev aletlerinin imalatı (çay veya kahve makinesi, semaver, ızgara, kızartma cihazı, ekmek kızartma makinesi, mutfak robotu, mikser, blender, meyve sıkacağı, et kıyma makinesi, tost makinesi, fritöz vb.)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
775,27.51.05,"Elektrikli diğer küçük ev aletleri (elektrotermik el kurutma makinesi, elektrikli ütü, havlu dispenseri, hava nemlendirici) ile elektrikli battaniyelerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
776,27.51.06,"Elektrikli kişisel bakım eşyalarının imalatı (elektrikli tıraş makinesi, epilatör ve saç kesme makinesi, elektrotermik saç şekillendirme makinesi (saç kurutma makinesi, bigudi, tarak, saç maşası), elektrikli diş fırçası, vb.)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
777,27.51.07,Elektrikli ev aletleri aksam ve parçalarının imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
778,27.51.08,"Ev tipi buzdolabı, dondurucu, çamaşır makinesi, çamaşır kurutma makinesi, bulaşık makinesi, vantilatör, aspiratör, fan, aspiratörlü davlumbaz, fırın, ocak, mikrodalga fırın, elektrikli pişirme sacı vb. imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
779,27.51.99,Başka yerde sınıflandırılmamış diğer elektrikli ev aletlerinin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
780,27.52,Elektriksiz ev aletlerinin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
781,27.52.02,"Elektriksiz ev tipi gaz, sıvı veya katı yakıtlı soba, kuzine, ızgara, şömine, mangal, semaver, su ısıtıcısı (termosifon, şofben vb.) vb. aletlerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
782,27.52.05,"Elektriksiz yemek pişirme cihazlarının imalatı (gaz yakıtlı set üstü ocaklar, gaz veya sıvı yakıtlı fırınlar ve ocaklar vb.)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
783,27.52.06,Elektriksiz ev aletlerinin aksam ve parçalarının imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
784,27.9,Diğer elektrikli ekipmanların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
785,27.9,Diğer elektrikli ekipmanların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
786,27.90.01,"Elektro kaplama makinelerinin imalatı (galvanoplasti, elektro kaplama, elektroliz veya elektroforez için)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
787,27.90.03,"Elektrikli sinyalizasyon, güvenlik veya trafik kontrol ekipmanlarının imalatı (demir yolları, kara yolları, iç su yolları, taşıt park alanları, limanlar ve hava meydanları için) (trafik ışıkları ve sinyal donanımları dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
788,27.90.04,"Karbon elektrotlar ve elektrik işlerinde kullanılan grafitten veya karbondan diğer ürünlerin imalatı (ısıtıcı kömür rezistanslar, pil kömürleri, ark lambaları ve diğer lambalar için kömürler vb. dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
789,27.90.05,"Elektrikli kaynak ve lehim teçhizatı (lehim havyaları, ark kaynak makineleri, endüksiyon kaynak makineleri vb.) ile metallerin veya sinterlenmiş metal karbürlerin sıcak spreylenmesi için elektrikli makine ve cihazlarının imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
790,27.90.06,Sıvı kristal cihazlı (LCD) veya ışık yayan diyotlu (LED) gösterge panelleri ile bys. elektrikli sesli veya görsel sinyalizasyon cihazlarının imalatı (elektronik sayı levhası (skorbord) dahil),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:58.300564+00,2025-06-28 13:25:58.300564+00
